roi,delta_feature,feature_name,n,pearson_r,pearson_p,spearman_rho,spearman_p,spearman_q_fdr,pearson_q_fdr
Right_Thalamus,Right_Thalamus_original_shape_Sphericity_delta,original_shape_Sphericity,96,-0.29194585288107094,0.0038997434308432753,-0.3091502012031303,0.0021780814855737996,0.2217586864516438,0.49916715914793924
Right_Thalamus,Right_Thalamus_original_shape_SurfaceVolumeRatio_delta,original_shape_SurfaceVolumeRatio,96,0.2251258305643059,0.02743513382323834,0.2955211500217912,0.003464979475806934,0.2217586864516438,0.9598185392784896
Right_Thalamus,Right_Thalamus_original_shape_MeshVolume_delta,original_shape_MeshVolume,96,-0.061319158995363054,0.5528524132674659,-0.23935933230549913,0.018835865265009858,0.6064795773854355,0.9598185392784896
Right_Thalamus,Right_Thalamus_original_shape_VoxelVolume_delta,original_shape_VoxelVolume,96,-0.060331136637815426,0.559280277509305,-0.23913185201224652,0.018952486793294858,0.6064795773854355,0.9598185392784896
Right_Hippocampus,Right_Hippocampus_original_shape_MeshVolume_delta,original_shape_MeshVolume,96,-0.1799802362198342,0.07931100687898733,-0.2132756631457537,0.03694587694421549,0.8319246131345358,0.9598185392784896
Right_Hippocampus,Right_Hippocampus_original_shape_VoxelVolume_delta,original_shape_VoxelVolume,96,-0.17195286861988934,0.0938911210495356,-0.21106418183220707,0.038996466240681364,0.8319246131345358,0.9598185392784896
Right_Hippocampus,Right_Hippocampus_original_firstorder_Kurtosis_delta,original_firstorder_Kurtosis,96,-0.09505144512058372,0.356946865986581,-0.19238903672233928,0.060393365961862636,0.9662938553898022,0.9598185392784896
Right_Hippocampus,Right_Hippocampus_original_shape_SurfaceVolumeRatio_delta,original_shape_SurfaceVolumeRatio,96,0.1646891633645982,0.10883550786437214,0.19451286203542725,0.05755862254503142,0.9662938553898022,0.9598185392784896
Left_Hippocampus,Left_Hippocampus_original_firstorder_90Percentile_delta,original_firstorder_90Percentile,96,0.0678151145522228,0.5115011035000651,0.011417076388638505,0.9120903570271914,0.9730031811318856,0.9598185392784896
Left_Hippocampus,Left_Hippocampus_original_firstorder_Energy_delta,original_firstorder_Energy,96,0.07308517408563325,0.4791611794606689,0.03351705775555321,0.745795706863388,0.9730031811318856,0.9598185392784896
Left_Hippocampus,Left_Hippocampus_original_firstorder_Entropy_delta,original_firstorder_Entropy,96,0.06753407162059559,0.513256669772469,0.02580940032792284,0.8028901860121811,0.9730031811318856,0.9598185392784896
Left_Hippocampus,Left_Hippocampus_original_firstorder_Kurtosis_delta,original_firstorder_Kurtosis,96,-0.12637340807552727,0.21985742209003895,-0.10901131184826485,0.2903968346637117,0.9730031811318856,0.9598185392784896
Left_Hippocampus,Left_Hippocampus_original_firstorder_Maximum_delta,original_firstorder_Maximum,96,-0.05939571710966558,0.5653986187655,-0.08585360537127905,0.4055737487597214,0.9730031811318856,0.9598185392784896
Left_Hippocampus,Left_Hippocampus_original_firstorder_Mean_delta,original_firstorder_Mean,96,0.04075149471090424,0.6934223793498757,0.010773842316724194,0.9170250229881822,0.9730031811318856,0.9598185392784896
Left_Hippocampus,Left_Hippocampus_original_firstorder_MeanAbsoluteDeviation_delta,original_firstorder_MeanAbsoluteDeviation,96,0.06965896822473366,0.5000602361687216,0.04868623391558852,0.6376004405606657,0.9730031811318856,0.9598185392784896
Left_Hippocampus,Left_Hippocampus_original_firstorder_Median_delta,original_firstorder_Median,96,0.04422671248749426,0.6687497407939879,0.03292543740532977,0.7501341222335501,0.9730031811318856,0.9598185392784896
Left_Hippocampus,Left_Hippocampus_original_firstorder_Minimum_delta,original_firstorder_Minimum,96,-0.04818955090587727,0.6410399853747432,-0.02266685171535754,0.8264881972440977,0.9730031811318856,0.9598185392784896
Left_Hippocampus,Left_Hippocampus_original_firstorder_Range_delta,original_firstorder_Range,96,-0.044503286785393205,0.6668007891286868,-0.0480319905255563,0.6421326865451993,0.9730031811318856,0.9598185392784896
Left_Hippocampus,Left_Hippocampus_original_firstorder_RootMeanSquared_delta,original_firstorder_RootMeanSquared,96,0.05364389232417741,0.6036982960670694,0.017089057982793598,0.8687420293547389,0.9730031811318856,0.9598185392784896
Left_Hippocampus,Left_Hippocampus_original_firstorder_Skewness_delta,original_firstorder_Skewness,96,-0.04855287218841521,0.6385232246861595,-0.12138857195102894,0.23873970543400105,0.9730031811318856,0.9598185392784896
Left_Hippocampus,Left_Hippocampus_original_firstorder_TotalEnergy_delta,original_firstorder_TotalEnergy,96,0.07308517408563325,0.4791611794606689,0.03351705775555321,0.745795706863388,0.9730031811318856,0.9598185392784896
Left_Hippocampus,Left_Hippocampus_original_firstorder_Uniformity_delta,original_firstorder_Uniformity,96,-0.04862372545934962,0.6380328933342971,-0.027588631467695177,0.789606133430191,0.9730031811318856,0.9598185392784896
Left_Hippocampus,Left_Hippocampus_original_firstorder_Variance_delta,original_firstorder_Variance,96,0.09889387893906296,0.33775133723363054,0.03849609193325603,0.7096097199972794,0.9730031811318856,0.9598185392784896
Left_Hippocampus,Left_Hippocampus_original_shape_Elongation_delta,original_shape_Elongation,96,0.11550332250187274,0.2624464429149951,0.05292685200761507,0.6085521685663547,0.9730031811318856,0.9598185392784896
Left_Hippocampus,Left_Hippocampus_original_shape_LeastAxisLength_delta,original_shape_LeastAxisLength,96,-0.06610367638089329,0.5222393985713243,-0.054684985544939516,0.5966814610956088,0.9730031811318856,0.9598185392784896
