feature,PC1,PC2,PC3,PC4,PC5
cerebellum.CerebNet_Cbm_Left_IX,0.04608704144285618,0.1897164337143699,-0.01929157979029289,-0.05617699375807732,0.014833013587651954
cerebellum.CerebNet_Cbm_Left_I_IV,0.08608888905381389,0.07942606543361992,-0.07279462273419408,0.05752407562285452,0.00211193381753671
cerebellum.CerebNet_Cbm_Left_V,0.09711420178259207,0.08365851803071578,-0.012738622774895559,0.006177946927363403,-0.030266601902055983
cerebellum.CerebNet_Cbm_Left_VI,0.08939807168676736,0.13192038111005192,-0.04292440036724246,-0.04477008856299792,-0.036746247701263265
cerebellum.CerebNet_Cbm_Left_VIIIa,0.08592479656921913,0.1319880809588386,-0.01891481606105806,0.06755209372707398,0.016498827780787456
cerebellum.CerebNet_Cbm_Left_VIIIb,0.08345136814831841,0.09828356695950217,0.0021476339384562918,0.05416267932415834,0.03494203302650879
cerebellum.CerebNet_Cbm_Left_VIIb,0.06222536019437383,0.16133770372268344,-0.037169969789718066,-0.01053461612858654,0.036779560484951304
cerebellum.CerebNet_Cbm_Left_X,0.044043632357141885,0.04582071662949187,-0.05555959058426773,0.11888572560667003,0.15893969569969196
cerebellum.CerebNet_Cbm_Right_CrusI,0.0815937176499699,0.12380691228677211,-0.07892282146472035,-0.0706723004971807,0.03380785589637695
cerebellum.CerebNet_Cbm_Right_CrusII,0.035320380102443684,0.16992426265004443,-0.05263917271030523,-0.16527979828813943,0.02185835754408947
cerebellum.CerebNet_Cbm_Right_IX,0.05306121421583493,0.1445180734567723,-0.06751716367936353,-0.05803763211815041,-0.005332780105444388
cerebellum.CerebNet_Cbm_Right_I_IV,0.08774187706845175,0.05726733997947776,-0.06845053811818404,0.032971471488989997,0.03652052292141078
cerebellum.CerebNet_Cbm_Right_V,0.0904374349060967,0.08989735148660273,-0.0247582781640224,-0.004410113863072822,0.010909290566052507
cerebellum.CerebNet_Cbm_Right_VI,0.08625289722357189,0.11550012869501701,-0.07334862163910766,-0.013340914811210502,-0.03239077450289325
cerebellum.CerebNet_Cbm_Right_VIIIa,0.08449587674814761,0.12013862503222518,-0.03638431555176187,0.06960108879693705,-0.012205790915914592
cerebellum.CerebNet_Cbm_Right_VIIIb,0.06807915395021663,0.10288765486350564,0.029092629047224573,0.12757856092018535,-0.0474600210144005
cerebellum.CerebNet_Cbm_Right_VIIb,0.07436358575420278,0.16325858539327534,-0.0341489940899838,-0.00983674731603257,0.008083060450113743
cerebellum.CerebNet_Cbm_Right_X,0.062157870280839876,0.07972787775699386,-0.00847254598173618,0.10016048914746127,0.05774747539228169
cerebellum.CerebNet_Cbm_Vermis,0.08894590883205566,0.14205467158117543,0.004402198550547061,-0.0816875871435093,-0.040365181268919255
cerebellum.CerebNet_Cbm_Vermis_IX,0.08298683353285775,0.13072455326866583,0.02876331147895959,-0.007547813033449618,-0.014683409163010953
cerebellum.CerebNet_Cbm_Vermis_VI,0.07246035611222326,0.06733825992728926,-0.009803289367196023,-0.09171373532464598,-0.021169036932210138
